Item number,Title,Variation details,Custom label (SKU),Available quantity,Format,Currency,Start price,Auction Buy It Now price,Reserve price,Current price,Sold quantity,Watchers,Bids,Start date,End date,eBay category 1 name,eBay category 1 number,eBay category 2 name,eBay category 2 number,Condition,CD:Professional Grader - (ID: 27501),CD:Grade - (ID: 27502),CDA:Certification Number - (ID: 27503),CD:Card Condition - (ID: 40001),eBay Product ID(ePID),Listing site,P:UPC,P:EAN,P:ISBN
"147367215266",Keldeo Holo Rare ME04: Chaos Rising 019/086 NM,,06.11.26.1-007,"1","FIXED_PRICE","USD",0.99,,,0.99,"0","","","Jun-11-26 10:24:34 PDT","Jul-11-26 10:24:34 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147368182796",Pikachu 049/195 Swsh12: Sword & Shield - Silver Tempest Regular,,,"3","FIXED_PRICE","USD",1.75,,,1.75,"1","2","0","Jun-11-26 20:01:23 PDT","Jul-11-26 20:01:23 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","21057720540","US","","",""
"147368190380",Pikachu 049/203 SWSH07: Evolving Skies Regular,,,"4","FIXED_PRICE","USD",1.09,,,1.09,"1","0","0","Jun-11-26 20:04:19 PDT","Jul-11-26 20:04:19 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","2319971833","US","","",""
"147368223292",Mimikyu 097/193 Trick or Trade 2023 Holo,,,"7","FIXED_PRICE","USD",1.49,,,1.49,"0","","","Jun-11-26 20:16:37 PDT","Jul-11-26 20:16:37 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","6071616619","US","","",""
"147368226199",Mimikyu - (Cosmos Holo) 037/091 Trick or Trade 2024 Holo,,,"1","FIXED_PRICE","USD",1.97,,,1.97,"1","1","0","Jun-11-26 20:17:55 PDT","Jul-11-26 20:17:55 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","21071607769","US","","",""
"147368232624",Houndoom 034/198 Trick or Trade 2023 Holo,,,"7","FIXED_PRICE","USD",1.39,,,1.39,"1","0","0","Jun-11-26 20:20:30 PDT","Jul-11-26 20:20:30 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","20071600763","US","","",""
"147368307993",Giovanni's Machoke 42/132 Gym Challenge Regular,,,"1","FIXED_PRICE","USD",2.49,,,2.49,"0","","","Jun-11-26 20:53:08 PDT","Jul-11-26 20:53:08 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Lightly played (Excellent)","21043375308","US","","",""
"147368309141",Espurr 081/195 Swsh12: Sword & Shield - Silver Tempest Regular,,,"2","FIXED_PRICE","USD",0.99,,,0.99,"2","3","0","Jun-11-26 20:54:35 PDT","Jul-11-26 20:54:35 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","8057718367","US","","",""
"147368317490",Paldean Clodsire ex 091/073 Sv1a: Triplet Beat Holo (Japanese),,,"1","FIXED_PRICE","USD",2.49,,,2.49,"0","3","0","Jun-11-26 21:04:31 PDT","Jul-11-26 21:04:31 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","12074346285","US","","",""
"147368364041",2024 Panini Donruss - Jahmyr Gibbs #143 Blue Press Proof,,,"2","FIXED_PRICE","USD",1.29,,,1.29,"0","","","Jun-11-26 21:21:19 PDT","Jul-11-26 21:21:19 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","23074015030","US","","",""
"147368365320",2024 Panini Donruss - Jared Goff #200 Blue Press Proof,,,"1","FIXED_PRICE","USD",1.39,,,1.39,"0","","","Jun-11-26 21:22:38 PDT","Jul-11-26 21:22:38 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","25073996959","US","","",""
"147368368662",2024 Panini Donruss - Rated Rookie Jared Wiley #387 Optic Preview Green Velocity,,,"1","FIXED_PRICE","USD",2.49,,,2.49,"0","","","Jun-11-26 21:26:07 PDT","Jul-11-26 21:26:07 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","28074018604","US","","",""
"147368371011",2024 Panini Donruss - Marquise Brown #159 Blue Press Proof,,,"1","FIXED_PRICE","USD",1.7,,,1.7,"0","","","Jun-11-26 21:28:31 PDT","Jul-11-26 21:28:31 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","26074015302","US","","",""
"147368382755",2024 Panini Donruss - Rated Rookie Jared Wiley #387 Blue Press Proof (RC),,,"1","FIXED_PRICE","USD",3.99,,,3.99,"0","","","Jun-11-26 21:30:58 PDT","Jul-11-26 21:30:58 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","14073998030","US","","",""
"147368385968",2024-25 Panini Totally Certified - Aaron Gordon #119,,,"1","FIXED_PRICE","USD",3.0,,,3.0,"0","","","Jun-11-26 21:33:33 PDT","Jul-11-26 21:33:33 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","21077995685","US","","",""
"147368388260",2021-22 Panini Illusions - Operation Detonation Josh Giddey #26 (RC),,,"1","FIXED_PRICE","USD",1.95,,,1.95,"0","1","0","Jun-11-26 21:35:22 PDT","Jul-11-26 21:35:22 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","11056518065","US","","",""
"147368392638",2022-23 Panini Mosaic - Jam Masters Shaquille O'Neal #10,,,"1","FIXED_PRICE","USD",1.74,,,1.74,"0","","","Jun-11-26 21:36:31 PDT","Jul-11-26 21:36:31 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","21062604407","US","","",""
"147368395814",2024-25 Panini Nba Hoops - Skyview Dalton Knecht #4 Holo (RC),,,"1","FIXED_PRICE","USD",2.2,,,2.2,"0","","","Jun-11-26 21:38:14 PDT","Jul-11-26 21:38:14 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","28075136186","US","","",""
"147368396852",2021-22 Illusions Rookie Reflections #9 Dirk Nowitzki/Franz Wagner RC Mavs Magic,,,"1","FIXED_PRICE","USD",2.49,,,2.49,"0","","","Jun-11-26 21:39:59 PDT","Jul-11-26 21:39:59 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","","US","","",""
"147368397448",2022-23 Panini Mosaic - Epic Performers Giannis Antetokounmpo #2,,,"1","FIXED_PRICE","USD",1.49,,,1.49,"0","","","Jun-11-26 21:41:08 PDT","Jul-11-26 21:41:08 PDT","Trading Card Singles","261328","","","Ungraded","","","","Near mint or better","28062632946","US","","",""
"147372703031",Tapu Koko V 050/163 Swsh05: Battle Styles Holo,,,"1","FIXED_PRICE","USD",1.49,,,1.49,"0","","","Jun-13-26 20:40:18 PDT","Jul-13-26 20:40:18 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","24046730250","US","","",""
"147372712927",Tapu Koko VMAX 051/163 Swsh05: Battle Styles Holo,,,"1","FIXED_PRICE","USD",2.49,,,2.49,"0","1","0","Jun-13-26 20:46:29 PDT","Jul-13-26 20:46:29 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","20046738325","US","","",""
"147373626237",Dunsparce 120/159 Sv09: Journey Together Regular,,,"1","FIXED_PRICE","USD",2.49,,,2.49,"0","","","Jun-14-26 07:36:47 PDT","Jul-14-26 07:36:47 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","23075912331","US","","",""
"147375711076",Ascended Heroes - PICK YOUR CARD,Card=Erika's Oddish (Energy Symbol) 001/217 NM ME: Ascended Heroes Rev;Dustox - (Love Ball) 015/217 NM ME: Ascended Heroes Reverse Holo;Entei (Quick Ball) 025/217 NM ME: Ascended Heroes Reverse Holo;Glastrier (Friend Ball) 054/217 NM ME: Ascended Heroes Reverse Ho;Stunfisk (Quick Ball) 062/217 NM ME: Ascended Heroes Reverse Holo;Spectrier (Dusk Ball) 098/217 NM ME: Ascended Heroes Reverse Holo;Munkidori (Dusk Ball) 099/217 NM ME: Ascended Heroes Reverse Holo;Hitmontop - (Dusk Ball) 102/217 NM ME: Ascended Heroes Reverse Ho;Team Rocket's Honchkrow (Energy Symbol) 127/217 NM ME: Ascended H,,"9","FIXED_PRICE","USD",1.59,,,1.59,"0","","","Jun-15-26 06:40:53 PDT","Jul-15-26 06:40:53 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147375711076",Ascended Heroes - PICK YOUR CARD,Card=Erika's Oddish (Energy Symbol) 001/217 NM ME: Ascended Heroes Rev,,"1","FIXED_PRICE","USD",2.85,,,,"0",,,"Jun-15-26 06:40:53 PDT","Jul-15-26 06:40:53 PDT","CCG Individual Cards","183454","","","Ungraded",,,,,"","US","","",""
"147375711076",Ascended Heroes - PICK YOUR CARD,Card=Dustox - (Love Ball) 015/217 NM ME: Ascended Heroes Reverse Holo,,"1","FIXED_PRICE","USD",1.69,,,,"0",,,"Jun-15-26 06:40:53 PDT","Jul-15-26 06:40:53 PDT","CCG Individual Cards","183454","","","Ungraded",,,,,"","US","","",""
"147375711076",Ascended Heroes - PICK YOUR CARD,Card=Entei (Quick Ball) 025/217 NM ME: Ascended Heroes Reverse Holo,,"1","FIXED_PRICE","USD",1.75,,,,"0",,,"Jun-15-26 06:40:53 PDT","Jul-15-26 06:40:53 PDT","CCG Individual Cards","183454","","","Ungraded",,,,,"","US","","",""
"147375711076",Ascended Heroes - PICK YOUR CARD,Card=Glastrier (Friend Ball) 054/217 NM ME: Ascended Heroes Reverse Ho,,"1","FIXED_PRICE","USD",1.99,,,,"0",,,"Jun-15-26 06:40:53 PDT","Jul-15-26 06:40:53 PDT","CCG Individual Cards","183454","","","Ungraded",,,,,"","US","","",""
"147375711076",Ascended Heroes - PICK YOUR CARD,Card=Stunfisk (Quick Ball) 062/217 NM ME: Ascended Heroes Reverse Holo,,"1","FIXED_PRICE","USD",1.59,,,,"0",,,"Jun-15-26 06:40:53 PDT","Jul-15-26 06:40:53 PDT","CCG Individual Cards","183454","","","Ungraded",,,,,"","US","","",""
"147375711076",Ascended Heroes - PICK YOUR CARD,Card=Spectrier (Dusk Ball) 098/217 NM ME: Ascended Heroes Reverse Holo,,"1","FIXED_PRICE","USD",1.59,,,,"0",,,"Jun-15-26 06:40:53 PDT","Jul-15-26 06:40:53 PDT","CCG Individual Cards","183454","","","Ungraded",,,,,"","US","","",""
"147375711076",Ascended Heroes - PICK YOUR CARD,Card=Munkidori (Dusk Ball) 099/217 NM ME: Ascended Heroes Reverse Holo,,"1","FIXED_PRICE","USD",1.89,,,,"0",,,"Jun-15-26 06:40:53 PDT","Jul-15-26 06:40:53 PDT","CCG Individual Cards","183454","","","Ungraded",,,,,"","US","","",""
"147375711076",Ascended Heroes - PICK YOUR CARD,Card=Hitmontop - (Dusk Ball) 102/217 NM ME: Ascended Heroes Reverse Ho,,"1","FIXED_PRICE","USD",1.99,,,,"0",,,"Jun-15-26 06:40:53 PDT","Jul-15-26 06:40:53 PDT","CCG Individual Cards","183454","","","Ungraded",,,,,"","US","","",""
"147375711076",Ascended Heroes - PICK YOUR CARD,Card=Team Rocket's Honchkrow (Energy Symbol) 127/217 NM ME: Ascended H,,"1","FIXED_PRICE","USD",1.99,,,,"0",,,"Jun-15-26 06:40:53 PDT","Jul-15-26 06:40:53 PDT","CCG Individual Cards","183454","","","Ungraded",,,,,"","US","","",""
"147377269248",Blipbug 018/196 NM Non Holo Cute Asako Ito Crocheted Art Pokémon Card!,,,"1","FIXED_PRICE","USD",1.49,,,1.49,"0","","","Jun-15-26 20:54:05 PDT","Jul-15-26 20:54:05 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147377278620",Tynamo 44/147 NM / M - Asako Ito Crocheted Art - Burning Shadows Pokemon Card,,,"1","FIXED_PRICE","USD",2.74,,,2.74,"0","","","Jun-15-26 20:57:04 PDT","Jul-15-26 20:57:04 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147377282859",Pokemon TCG Grubbin 018/264 Fusion Strike Common Asako Ito HP,,,"1","FIXED_PRICE","USD",1.49,,,1.49,"0","","","Jun-15-26 20:58:29 PDT","Jul-15-26 20:58:29 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147379845157",Dragonite V 049/078 Pokémon GO Holo,,,"1","FIXED_PRICE","USD",5.49,,,5.49,"0","","","Jun-16-26 20:40:30 PDT","Jul-16-26 20:40:30 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","18054904491","US","","",""
"147379855272",Clefairy 094/088 Me03: Perfect Order Holo,,,"1","FIXED_PRICE","USD",37.99,,,37.99,"0","","","Jun-16-26 20:46:54 PDT","Jul-16-26 20:46:54 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","7091649272","US","","",""
"147379883412",VeeFriends Super Sticker Mint Mink Red Parallel PSA Magazine Exclusive Card NM,,,"1","FIXED_PRICE","USD",6.99,,,6.99,"0","","","Jun-16-26 20:55:11 PDT","Jul-16-26 20:55:11 PDT","Other CCG Items","2535","","","New","","","","","","US","","",""
"147379888731",Pokiebubies 1st Edition Fan Art Chef Ken Lee - Holo Dittie Ditto Promos - Rare,,,"1","FIXED_PRICE","USD",50.0,,,50.0,"0","","","Jun-16-26 20:58:08 PDT","Jul-16-26 20:58:08 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147379891645",Fairy Energy 8x Sword & Shield Retired Pokémon Trading Card Game 2020 NM,,,"1","FIXED_PRICE","USD",12.99,,,12.99,"0","","","Jun-16-26 21:04:21 PDT","Jul-16-26 21:04:21 PDT","CCG Mixed Card Lots","183455","","","New","","","","","","US","","",""
"147379892098",12x Fire 2017 Pokemon TCG Card Lot Basic Energy Sun and Moon Common NM/MT,,,"1","FIXED_PRICE","USD",4.99,,,4.99,"0","","","Jun-16-26 21:05:50 PDT","Jul-16-26 21:05:50 PDT","CCG Mixed Card Lots","183455","","","New","","","","","","US","","",""
"147379910744",Team Rocket's Giovanni 225/182 Sv10: Destined Rivals Holo - OC,,,"1","FIXED_PRICE","USD",10.99,,,10.99,"0","","","Jun-16-26 21:10:41 PDT","Jul-16-26 21:10:41 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","19079355008","US","","",""
"147379914401",Amulet of Hope 162/191 Sv08: Surging Sparks Holo,,05.19.26,"3","FIXED_PRICE","USD",1.49,,,1.49,"0","","","Jun-16-26 21:17:00 PDT","Jul-16-26 21:17:00 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","9072458657","US","","",""
"147381119109",Luxray ex - 068/167 NM SV06: Twilight Masquerade Holo,,06.17.26-006,"1","FIXED_PRICE","USD",1.49,,,1.49,"0","","","Jun-17-26 06:32:42 PDT","Jul-17-26 06:32:42 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147381119112",Mega Zygarde ex - 047/088 NM ME03: Perfect Order Holo,,06.17.26-005,"2","FIXED_PRICE","USD",1.49,,,1.49,"0","","","Jun-17-26 06:32:42 PDT","Jul-17-26 06:32:42 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147381119114",Klawf - (Cosmo Holo) 122/198 NM Miscellaneous Cards & Products Holo,,06.17.26-013,"1","FIXED_PRICE","USD",2.49,,,2.49,"0","","","Jun-17-26 06:32:42 PDT","Jul-17-26 06:32:42 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147381119117",Mega Abomasnow ex - 036/132 NM ME01: Mega Evolution Holo,,06.17.26-002,"1","FIXED_PRICE","USD",1.49,,,1.49,"0","","","Jun-17-26 06:32:42 PDT","Jul-17-26 06:32:42 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147381119119",Tepig - 13/25 013/025 NM McDonald's 25th Anniversary Promos Holo,,06.17.26-004,"1","FIXED_PRICE","USD",1.99,,,1.99,"0","","","Jun-17-26 06:32:42 PDT","Jul-17-26 06:32:42 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147381119120",Basic Metal Energy - 008 NM Prize Pack Series Cards Holo,,06.17.26-015,"1","FIXED_PRICE","USD",4.99,,,4.99,"0","","","Jun-17-26 06:32:42 PDT","Jul-17-26 06:32:42 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147381119121",Chimchar - 12/25 012/025 NM McDonald's 25th Anniversary Promos Holo,,06.17.26-003,"1","FIXED_PRICE","USD",4.49,,,4.49,"0","","","Jun-17-26 06:32:42 PDT","Jul-17-26 06:32:42 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147381119122",Yanmega ex - 206/182 NM SV10: Destined Rivals Holo,,06.17.26-008,"1","FIXED_PRICE","USD",2.49,,,2.49,"0","","","Jun-17-26 06:32:42 PDT","Jul-17-26 06:32:42 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147381119125",Alolan Exeggutor ex - 225/191 NM SV08: Surging Sparks Holo,,06.17.26-010,"1","FIXED_PRICE","USD",3.99,,,3.99,"0","","","Jun-17-26 06:32:42 PDT","Jul-17-26 06:32:42 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147381119126",Quaquaval - (Cosmos Holo) 054/198 NM Miscellaneous Cards & Products Holo,,06.17.26-014,"1","FIXED_PRICE","USD",3.99,,,3.99,"0","","","Jun-17-26 06:32:42 PDT","Jul-17-26 06:32:42 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147382003880",Eevee 125/203 SWSH07: Evolving Skies Regular,,,"3","FIXED_PRICE","USD",2.49,,,2.49,"0","","","Jun-17-26 14:56:59 PDT","Jul-17-26 14:56:59 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","15048927509","US","","",""
"147382084820",Snorlax 109/159 SWSH: Crown Zenith Regular,,,"1","FIXED_PRICE","USD",5.99,,,5.99,"0","","","Jun-17-26 15:50:55 PDT","Jul-17-26 15:50:55 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","15058594790","US","","",""
"147382484841",Mega Meganium ex 034 Me: Mega Evolution Promo Holo,,,"1","FIXED_PRICE","USD",2.49,,,2.49,"0","","","Jun-17-26 19:42:23 PDT","Jul-17-26 19:42:23 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","11093283999","US","","",""
"147382485690",Pikachu 016/049 Sm11b: Dream League Regular (Japanese),,,"1","FIXED_PRICE","USD",5.99,,,5.99,"0","","","Jun-17-26 19:43:45 PDT","Jul-17-26 19:43:45 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","22074361072","US","","",""
"147382486147",Metang 092/083 M4: Ninja Spinner Holo (Japanese),,,"1","FIXED_PRICE","USD",3.98,,,3.98,"0","1","0","Jun-17-26 19:44:52 PDT","Jul-17-26 19:44:52 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","9091484720","US","","",""
"147382489302",Pupitar 45/75 Neo Discovery Regular,,,"1","FIXED_PRICE","USD",1.5,,,1.5,"0","","","Jun-17-26 19:47:20 PDT","Jul-17-26 19:47:20 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Lightly played (Excellent)","15043376980","US","","",""
"147382511866",[RARE] Pokemon Amada Sticker - Bulbasaur - Vintage Nintendo Product - Japanese.,,,"1","FIXED_PRICE","USD",9.99,,,9.99,"0","","","Jun-17-26 19:57:18 PDT","Jul-17-26 19:57:18 PDT","Other CCG Items","2535","","","Used","","","","","","US","","",""
"147382512654",PIDGEOTTO AMADA HYPER STICKER PART 1 1995 JAPANESE POKEMON TCG,,,"1","FIXED_PRICE","USD",3.99,,,3.99,"0","","","Jun-17-26 19:59:30 PDT","Jul-17-26 19:59:30 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Lightly played (Excellent)","","US","","",""
"147382523813",Pokémon TCG Umbreon V Single Strike Foil 063/15 Gem Pack 2,,,"1","FIXED_PRICE","USD",4.99,,,4.99,"0","1","0","Jun-17-26 20:09:07 PDT","Jul-17-26 20:09:07 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147384046346",Vaporeon-V 0213/14 Gem Pack Volume 2 CBB2C,,,"1","FIXED_PRICE","USD",3.99,,,3.99,"0","","","Jun-18-26 12:15:07 PDT","Jul-18-26 12:15:07 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147384046842",Jolteon-V 0313/14 Gem Pack Volume 2 Pokemon Near Mint,,,"1","FIXED_PRICE","USD",3.99,,,3.99,"0","","","Jun-18-26 12:16:00 PDT","Jul-18-26 12:16:00 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147384047154",Espeon-V 0513/14 Gem Pack Volume 2 Pokemon NM/M,,,"1","FIXED_PRICE","USD",3.99,,,3.99,"0","","","Jun-18-26 12:16:44 PDT","Jul-18-26 12:16:44 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147384049115",Dragon Ball Super Card Game Kale's Rampage Perfect Combination BT23-105 Foil...,,,"1","FIXED_PRICE","USD",1.49,,,1.49,"0","","","Jun-18-26 12:21:17 PDT","Jul-18-26 12:21:17 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","24064381213","US","","",""
"147384051348",Wooloo - (Cosmos Holo) 222/264 Miscellaneous Cards & Products Holo,,,"1","FIXED_PRICE","USD",1.49,,,1.49,"0","","","Jun-18-26 12:25:33 PDT","Jul-18-26 12:25:33 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","10054998303","US","","",""
"147384051710","Dragon Ball Super Card Game Mai, Earthling Support Perfect Combination BT23-074",,,"1","FIXED_PRICE","USD",1.49,,,1.49,"0","","","Jun-18-26 12:26:19 PDT","Jul-18-26 12:26:19 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","26064396627","US","","",""
"147384053512","Dragon Ball Super Card Game Bulma, Scouter Repairs Perfect Combination BT23-054",,,"1","FIXED_PRICE","USD",2.49,,,2.49,"0","","","Jun-18-26 12:27:52 PDT","Jul-18-26 12:27:52 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","26067894153","US","","",""
"147384099497","Dragon Ball Super Card Game SS Rose Goku Black, Saiyan Manipulation Perfect...",,,"1","FIXED_PRICE","USD",1.49,,,1.49,"0","1","0","Jun-18-26 13:07:03 PDT","Jul-18-26 13:07:03 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","23067893753","US","","",""
"147384737376",Goodra Holo Rare ME04: Chaos Rising 068/086 NM,,06.11.26.1-001,"5","FIXED_PRICE","USD",1.19,,,1.19,"0","","","Jun-18-26 19:57:44 PDT","Jul-18-26 19:57:44 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147384752915",Wild-Field Scarecrow (Retro Frame) Innistrad Remastered Foil,,,"1","FIXED_PRICE","USD",2.49,,,2.49,"0","","","Jun-18-26 20:08:08 PDT","Jul-18-26 20:08:08 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","28074385664","US","","",""
"147384787591",Stufful 154/132 NM Holo MEG ME01: Mega Evolution 02,,,"1","FIXED_PRICE","USD",7.99,,,7.99,"0","1","0","Jun-18-26 20:24:04 PDT","Jul-18-26 20:24:04 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147385600520",Country Roads DFT U NM,,06.19.26-032,"1","FIXED_PRICE","USD",1.09,,,1.09,"0","","","Jun-19-26 06:00:55 PDT","Jul-19-26 06:00:55 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147385600521",Migrating Ketradon DFT C NM,,06.19.26-040,"1","FIXED_PRICE","USD",1.19,,,1.19,"0","","","Jun-19-26 06:00:55 PDT","Jul-19-26 06:00:55 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147385600522",Alacrian Jaguar DFT C NM,,06.19.26-038,"1","FIXED_PRICE","USD",1.09,,,1.09,"0","","","Jun-19-26 06:00:55 PDT","Jul-19-26 06:00:55 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147385600523",Transit Mage DFT U NM,,06.19.26-036,"1","FIXED_PRICE","USD",1.49,,,1.49,"0","","","Jun-19-26 06:00:55 PDT","Jul-19-26 06:00:55 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147385600524",Haunted Hellride DFT U NM,,06.19.26-035,"1","FIXED_PRICE","USD",1.19,,,1.19,"0","","","Jun-19-26 06:00:55 PDT","Jul-19-26 06:00:55 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147385600525",Turtle Van TMT R NM,,06.19.26-026,"1","FIXED_PRICE","USD",2.25,,,2.25,"0","","","Jun-19-26 06:00:55 PDT","Jul-19-26 06:00:55 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147385600526",Shredder's Armor TMT U NM,,06.19.26-024,"1","FIXED_PRICE","USD",1.19,,,1.19,"0","","","Jun-19-26 06:00:55 PDT","Jul-19-26 06:00:55 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147385600527",Road Rage DFT U NM,,06.19.26-029,"1","FIXED_PRICE","USD",1.09,,,1.09,"0","","","Jun-19-26 06:00:55 PDT","Jul-19-26 06:00:55 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147385600528",Scoured Barrens DFT L NM,,06.19.26-041,"1","FIXED_PRICE","USD",1.09,,,1.09,"0","","","Jun-19-26 06:00:55 PDT","Jul-19-26 06:00:55 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147385600529",Apocalypse Runner DFT U NM,,06.19.26-037,"1","FIXED_PRICE","USD",1.49,,,1.49,"0","","","Jun-19-26 06:00:55 PDT","Jul-19-26 06:00:55 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147385600530",Memory Guardian DFT U NM,,06.19.26-031,"1","FIXED_PRICE","USD",1.49,,,1.49,"0","","","Jun-19-26 06:00:55 PDT","Jul-19-26 06:00:55 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147385600531",Engine Rat DFT C NM,,06.19.26-054,"1","FIXED_PRICE","USD",1.49,,,1.49,"0","","","Jun-19-26 06:00:55 PDT","Jul-19-26 06:00:55 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147385600532",Point the Way DFT U NM,,06.19.26-030,"1","FIXED_PRICE","USD",1.19,,,1.19,"0","","","Jun-19-26 06:00:55 PDT","Jul-19-26 06:00:55 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147385600533",Spectacular Pileup (Extended Art) DFT R NM,,06.19.26-034,"1","FIXED_PRICE","USD",0.99,,,0.99,"0","","","Jun-19-26 06:00:55 PDT","Jul-19-26 06:00:55 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
"147385600534",Island (0192) TMT L NM,,06.19.26-027,"1","FIXED_PRICE","USD",1.49,,,1.49,"0","","","Jun-19-26 06:00:55 PDT","Jul-19-26 06:00:55 PDT","CCG Individual Cards","183454","","","Ungraded","","","","Near mint or better","","US","","",""
