Item number,Title,Variation details,Custom label (SKU),Available quantity,Format,Currency,Start price,Auction Buy It Now price,Reserve price,Current price,Sold quantity,Watchers,Bids,Start date,End date,eBay category 1 name,eBay category 1 number,eBay category 2 name,eBay category 2 number,Condition,CD:Professional Grader - (ID: 27501),CD:Grade - (ID: 27502),CDA:Certification Number - (ID: 27503),CD:Card Condition - (ID: 40001),eBay Product ID(ePID),Listing site,P:UPC,P:EAN,P:ISBN,audit_price_column,audit_price,price_under_0_99,price_equal_0_99,price_under_1_49,price_over_100
147385600608,Country Roads DFT U NM,,06.19.26-063,1,FIXED_PRICE,USD,1.09,,,1.09,0,,,Jun-19-26 06:00:59 PDT,Jul-19-26 06:00:59 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.09,False,False,True,False
147385600609,Road Rage DFT U NM,,06.19.26-064,1,FIXED_PRICE,USD,1.09,,,1.09,0,,,Jun-19-26 06:00:59 PDT,Jul-19-26 06:00:59 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.09,False,False,True,False
147386891741,Hearthflame Mask Ogerpon ex 026/187 Sv8a: Terastal Fest Ex Holo (Japanese),,,6,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-19-26 21:29:48 PDT,Jul-19-26 21:29:48 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,21074372828,US,,,,Current price,0.99,False,True,True,False
147386901974,Wellspring Mask Ogerpon ex 050/187 Sv8a: Terastal Fest Ex Holo (Japanese),,,10,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-19-26 21:33:46 PDT,Jul-19-26 21:33:46 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,7073653853,US,,,,Current price,0.99,False,True,True,False
147391363494,Shaymin 015/185 NM SWSH04: Vivid Voltage,,06.22.26-030,1,FIXED_PRICE,USD,1.29,,,1.29,0,,,Jun-22-26 05:29:11 PDT,Jul-22-26 05:29:11 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.29,False,False,True,False
147391363496,Cosmoem 65/149 NM SM Base Set Reverse Holo,,06.22.26-024,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-22-26 05:29:11 PDT,Jul-22-26 05:29:11 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147391363538,Dusknoir 062/172 NM SWSH09: Brilliant Stars,,06.22.26-025,1,FIXED_PRICE,USD,1.19,,,1.19,0,,,Jun-22-26 05:29:11 PDT,Jul-22-26 05:29:11 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.19,False,False,True,False
147391363539,Tapu Fini 040/198 NM SWSH06: Chilling Reign,,06.22.26-028,1,FIXED_PRICE,USD,1.29,,,1.29,0,,,Jun-22-26 05:29:11 PDT,Jul-22-26 05:29:11 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.29,False,False,True,False
147391363576,Regirock 089/185 NM SWSH04: Vivid Voltage Reverse Holo,,06.22.26-031,1,FIXED_PRICE,USD,1.29,,,1.29,0,,,Jun-22-26 05:29:12 PDT,Jul-22-26 05:29:12 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.29,False,False,True,False
147391363582,Moltres 021/172 NM SWSH09: Brilliant Stars,,06.22.26-026,1,FIXED_PRICE,USD,1.09,,,1.09,0,,,Jun-22-26 05:29:12 PDT,Jul-22-26 05:29:12 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.09,False,False,True,False
147391363594,Excadrill 115/236 NM SM - Cosmic Eclipse Reverse Holo,,06.22.26-022,1,FIXED_PRICE,USD,1.29,,,1.29,0,,,Jun-22-26 05:29:12 PDT,Jul-22-26 05:29:12 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.29,False,False,True,False
147391363630,Grapploct 092/198 NM SWSH06: Chilling Reign,,06.22.26-029,1,FIXED_PRICE,USD,1.19,,,1.19,0,,,Jun-22-26 05:29:12 PDT,Jul-22-26 05:29:12 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.19,False,False,True,False
147391363638,Stoutland 176/236 NM SM - Cosmic Eclipse Reverse Holo,,06.22.26-023,1,FIXED_PRICE,USD,1.29,,,1.29,0,,,Jun-22-26 05:29:12 PDT,Jul-22-26 05:29:12 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.29,False,False,True,False
147391363971,Regidrago 124/203 NM SWSH07: Evolving Skies,,06.22.26-018,1,FIXED_PRICE,USD,1.09,,,1.09,0,,,Jun-22-26 05:29:18 PDT,Jul-22-26 05:29:18 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.09,False,False,True,False
147391363972,Beedrill 003/185 NM SWSH04: Vivid Voltage Reverse Holo,,06.22.26-001,1,FIXED_PRICE,USD,1.09,,,1.09,0,,,Jun-22-26 05:29:18 PDT,Jul-22-26 05:29:18 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.09,False,False,True,False
147391363973,Galarian Obstagoon 161/264 NM SWSH08: Fusion Strike Reverse Holo,,06.22.26-006,1,FIXED_PRICE,USD,1.29,,,1.29,0,,,Jun-22-26 05:29:18 PDT,Jul-22-26 05:29:18 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.29,False,False,True,False
147391363974,Hydreigon 115/203 NM SWSH07: Evolving Skies Reverse Holo,,06.22.26-012,1,FIXED_PRICE,USD,1.19,,,1.19,0,,,Jun-22-26 05:29:18 PDT,Jul-22-26 05:29:18 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.19,False,False,True,False
147391363975,Altaria 106/203 NM SWSH07: Evolving Skies Reverse Holo,,06.22.26-017,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-22-26 05:29:18 PDT,Jul-22-26 05:29:18 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147391363976,Banette 063/198 NM SWSH06: Chilling Reign Reverse Holo,,06.22.26-004,1,FIXED_PRICE,USD,1.09,,,1.09,0,,,Jun-22-26 05:29:18 PDT,Jul-22-26 05:29:18 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.09,False,False,True,False
147391363977,Zoroark 103/203 NM SWSH07: Evolving Skies Reverse Holo,,06.22.26-015,1,FIXED_PRICE,USD,1.29,,,1.29,0,,,Jun-22-26 05:29:18 PDT,Jul-22-26 05:29:18 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.29,False,False,True,False
147391363978,Spectrier 081/196 NM Trick or Trade 2023,,06.22.26-019,1,FIXED_PRICE,USD,1.29,,,1.29,0,,,Jun-22-26 05:29:18 PDT,Jul-22-26 05:29:18 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.29,False,False,True,False
147391363979,Zygarde 118/203 NM SWSH07: Evolving Skies,,06.22.26-013,1,FIXED_PRICE,USD,1.19,,,1.19,0,,,Jun-22-26 05:29:18 PDT,Jul-22-26 05:29:18 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.19,False,False,True,False
147391363980,Thundurus 052/198 NM SWSH06: Chilling Reign Reverse Holo,,06.22.26-008,1,FIXED_PRICE,USD,1.29,,,1.29,0,,,Jun-22-26 05:29:18 PDT,Jul-22-26 05:29:18 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.29,False,False,True,False
147391363981,Zeraora 061/185 NM SWSH04: Vivid Voltage,,06.22.26-003,1,FIXED_PRICE,USD,1.19,,,1.19,0,,,Jun-22-26 05:29:18 PDT,Jul-22-26 05:29:18 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.19,False,False,True,False
147391363984,Malamar 90/147 NM SM - Burning Shadows Reverse Holo,,06.22.26-010,1,FIXED_PRICE,USD,1.29,,,1.29,0,,,Jun-22-26 05:29:18 PDT,Jul-22-26 05:29:18 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.29,False,False,True,False
147391363985,Marshadow 080/203 NM SWSH07: Evolving Skies,,06.22.26-014,1,FIXED_PRICE,USD,1.09,,,1.09,0,,,Jun-22-26 05:29:18 PDT,Jul-22-26 05:29:18 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.09,False,False,True,False
147391363986,Yanmega 007/185 NM SWSH04: Vivid Voltage Reverse Holo,,06.22.26-002,1,FIXED_PRICE,USD,1.09,,,1.09,0,,,Jun-22-26 05:29:18 PDT,Jul-22-26 05:29:18 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.09,False,False,True,False
147391363988,Landorus 148/264 NM SWSH08: Fusion Strike,,06.22.26-007,1,FIXED_PRICE,USD,1.09,,,1.09,0,,,Jun-22-26 05:29:18 PDT,Jul-22-26 05:29:18 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.09,False,False,True,False
147391363989,Mimikyu 097/193 NM Trick or Trade 2023,,06.22.26-011,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-22-26 05:29:18 PDT,Jul-22-26 05:29:18 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147391517839,Kyogre 003/025 NM Celebrations,,06.17.26.1-004,1,FIXED_PRICE,USD,1.09,,,1.09,0,,,Jun-22-26 07:09:42 PDT,Jul-22-26 07:09:42 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.09,False,False,True,False
147391517905,Reshiram 002/025 NM Celebrations,,06.17.26.1-005,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-22-26 07:09:42 PDT,Jul-22-26 07:09:42 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147391517951,Groudon 017/025 NM Celebrations,,06.17.26.1-011,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-22-26 07:09:43 PDT,Jul-22-26 07:09:43 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147391517952,Lugia 022/025 NM Celebrations,,06.17.26.1-009,1,FIXED_PRICE,USD,1.29,,,1.29,0,,,Jun-22-26 07:09:43 PDT,Jul-22-26 07:09:43 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.29,False,False,True,False
147391517956,Ho-Oh 001/025 NM Celebrations,,06.17.26.1-006,1,FIXED_PRICE,USD,1.09,,,1.09,0,,,Jun-22-26 07:09:43 PDT,Jul-22-26 07:09:43 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.09,False,False,True,False
147391517964,Cosmoem 014/025 NM Celebrations,,06.17.26.1-013,1,FIXED_PRICE,USD,1.09,,,1.09,0,,,Jun-22-26 07:09:43 PDT,Jul-22-26 07:09:43 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.09,False,False,True,False
147391517976,Zekrom 010/025 NM Celebrations,,06.17.26.1-007,1,FIXED_PRICE,USD,1.09,,,1.09,0,,,Jun-22-26 07:09:43 PDT,Jul-22-26 07:09:43 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.09,False,False,True,False
147391517977,Professor's Research 023/025 NM Celebrations,,06.17.26.1-008,1,FIXED_PRICE,USD,1.09,,,1.09,0,,,Jun-22-26 07:09:43 PDT,Jul-22-26 07:09:43 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.09,False,False,True,False
147391517980,Lunala 015/025 NM Celebrations,,06.17.26.1-012,1,FIXED_PRICE,USD,1.09,,,1.09,0,,,Jun-22-26 07:09:43 PDT,Jul-22-26 07:09:43 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.09,False,False,True,False
147391517988,Cosmog 013/025 NM Celebrations,,06.17.26.1-001,1,FIXED_PRICE,USD,1.09,,,1.09,0,,,Jun-22-26 07:09:43 PDT,Jul-22-26 07:09:43 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.09,False,False,True,False
147391517990,Xerneas 012/025 NM Celebrations,,06.17.26.1-002,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-22-26 07:09:43 PDT,Jul-22-26 07:09:43 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147391517998,Palkia 004/025 NM Celebrations,,06.17.26.1-003,1,FIXED_PRICE,USD,1.09,,,1.09,0,,,Jun-22-26 07:09:43 PDT,Jul-22-26 07:09:43 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.09,False,False,True,False
147391518037,Solgaleo 021/025 NM Celebrations,,06.17.26.1-010,1,FIXED_PRICE,USD,1.29,,,1.29,0,,,Jun-22-26 07:09:44 PDT,Jul-22-26 07:09:44 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.29,False,False,True,False
147391539547,Axew (Poke Ball Pattern) Holo Common SV: Black Bolt 068/086 NM,,06.02.26-041,1,FIXED_PRICE,USD,1.29,,,1.29,0,,,Jun-22-26 07:28:31 PDT,Jul-22-26 07:28:31 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.29,False,False,True,False
147391539801,Lopunny (Poke Ball Pattern) Holo Common SV: Prismatic Evolutions 084/131 NM,,06.02.26-005,1,FIXED_PRICE,USD,1.09,,,1.09,0,,,Jun-22-26 07:28:35 PDT,Jul-22-26 07:28:35 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.09,False,False,True,False
147391539806,Glass Trumpet (Poke Ball Pattern) Holo SV: Prismatic Evolutions 110/131 NM,,06.02.26-013,1,FIXED_PRICE,USD,1.39,,,1.39,0,,,Jun-22-26 07:28:35 PDT,Jul-22-26 07:28:35 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.39,False,False,True,False
147391539807,Noibat (Poke Ball Pattern) Holo Common SV: Prismatic Evolutions 090/131 NM,,06.02.26-007,1,FIXED_PRICE,USD,1.29,,,1.29,0,,,Jun-22-26 07:28:35 PDT,Jul-22-26 07:28:35 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.29,False,False,True,False
147391539809,Black Belt's Training - (Poke Ball Pattern) SV: Prismatic Evolutions 099/131 NM,,06.02.26-017,1,FIXED_PRICE,USD,1.19,,,1.19,0,,,Jun-22-26 07:28:35 PDT,Jul-22-26 07:28:35 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.19,False,False,True,False
147391539817,Hippowdon (Poke Ball Pattern) Holo Common SV: Prismatic Evolutions 053/131 NM,,06.02.26-012,1,FIXED_PRICE,USD,1.09,,,1.09,0,,,Jun-22-26 07:28:35 PDT,Jul-22-26 07:28:35 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.09,False,False,True,False
147391539818,Fezandipiti (Poke Ball Pattern) Holo Rare SV: Prismatic Evolutions 045/131 NM,,06.02.26-010,1,FIXED_PRICE,USD,1.39,,,1.39,0,,,Jun-22-26 07:28:35 PDT,Jul-22-26 07:28:35 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.39,False,False,True,False
147391539820,Okidogi (Poke Ball Pattern) Holo Rare SV: Prismatic Evolutions 057/131 NM,,06.02.26-006,1,FIXED_PRICE,USD,1.29,,,1.29,0,,,Jun-22-26 07:28:35 PDT,Jul-22-26 07:28:35 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.29,False,False,True,False
147391539825,Hoothoot (Poke Ball Pattern) Holo Common SV: Prismatic Evolutions 077/131 NM,,06.02.26-008,1,FIXED_PRICE,USD,1.29,,,1.29,0,,,Jun-22-26 07:28:35 PDT,Jul-22-26 07:28:35 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.29,False,False,True,False
147391539826,Festival Grounds (Poke Ball Pattern) SV: Prismatic Evolutions 108/131 NM,,06.02.26-014,1,FIXED_PRICE,USD,1.29,,,1.29,0,,,Jun-22-26 07:28:35 PDT,Jul-22-26 07:28:35 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.29,False,False,True,False
147391539829,Black Belt's Training - (Poke Ball Pattern) SV: Prismatic Evolutions 097/131 NM,,06.02.26-018,1,FIXED_PRICE,USD,1.19,,,1.19,0,,,Jun-22-26 07:28:35 PDT,Jul-22-26 07:28:35 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.19,False,False,True,False
147391539837,Throh (Poke Ball Pattern) Holo Uncommon SV: Black Bolt 050/086 NM,,06.02.26-037,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-22-26 07:28:35 PDT,Jul-22-26 07:28:35 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147391539840,Escavalier (Poke Ball Pattern) Holo Common SV: Black Bolt 060/086 NM,,06.02.26-038,1,FIXED_PRICE,USD,1.39,,,1.39,0,,,Jun-22-26 07:28:35 PDT,Jul-22-26 07:28:35 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.39,False,False,True,False
147391539848,Darmanitan (Poke Ball Pattern) Holo Uncommon SV: Black Bolt 014/086 NM,,06.02.26-028,1,FIXED_PRICE,USD,1.39,,,1.39,0,,,Jun-22-26 07:28:35 PDT,Jul-22-26 07:28:35 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.39,False,False,True,False
147391539853,Larvesta (Poke Ball Pattern) Holo Common SV: Black Bolt 015/086 NM,,06.02.26-036,1,FIXED_PRICE,USD,1.19,,,1.19,0,,,Jun-22-26 07:28:35 PDT,Jul-22-26 07:28:35 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.19,False,False,True,False
147391539856,Timburr (Poke Ball Pattern) Holo Common SV: Black Bolt 047/086 NM,,06.02.26-034,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-22-26 07:28:35 PDT,Jul-22-26 07:28:35 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147391539857,Heatran (Poke Ball Pattern) Holo Uncommon SV: Prismatic Evolutions 068/131 NM,,06.02.26-027,1,FIXED_PRICE,USD,1.39,,,1.39,0,,,Jun-22-26 07:28:35 PDT,Jul-22-26 07:28:35 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.39,False,False,True,False
147391539859,Darumaka (Poke Ball Pattern) Holo Common SV: Black Bolt 013/086 NM,,06.02.26-029,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-22-26 07:28:35 PDT,Jul-22-26 07:28:35 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147391539862,Pansage (Poke Ball Pattern) Holo Common SV: Black Bolt 004/086 NM,,06.02.26-039,1,FIXED_PRICE,USD,1.39,,,1.39,0,,,Jun-22-26 07:28:35 PDT,Jul-22-26 07:28:35 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,1.39,False,False,True,False
147392099542,Psyduck  53/102 - Fossil - Unlimited - DMG,,,1,FIXED_PRICE,USD,1.39,,,1.39,0,,,Jun-22-26 14:20:09 PDT,Jul-22-26 14:20:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Heavily played (Poor),,US,,,,Current price,1.39,False,False,True,False
147395242787,Chikorita (Cosmos Holo) 069 Holo Promo ME: Mega Evolution Promo Pokemon Holo NM,,CS-WTXVZF,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:10:59 PDT,Jul-24-26 06:10:59 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147395285960,Clamorous Ironclad (Borderless) 312 Common Aetherdrift Magic: The Gathering NM,,CS-9T5WEH,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:08 PDT,Jul-24-26 06:34:08 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147395285961,Mouser Attack! 0095 Common Teenage Mutant Ninja Turtles Magic: The Gathering NM,,CS-M5PXWD,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:08 PDT,Jul-24-26 06:34:08 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147395285962,Turtle Blimp 0180 Uncommon Teenage Mutant Ninja Turtles Magic: The Gathering NM,,CS-ZFVWQJ,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:08 PDT,Jul-24-26 06:34:08 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147395285963,Cowabunga! 0113 Mythic Teenage Mutant Ninja Turtles Magic: The Gathering NM,,CS-NEM8GF,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:08 PDT,Jul-24-26 06:34:08 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147395285964,Hamato Guardian Stance 0008 Teenage Mutant Ninja Turtles Magic: The Gathering NM,,CS-RYQYKF,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:08 PDT,Jul-24-26 06:34:08 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147395285965,Anchovy & Banana Pizza 0057 Teenage Mutant Ninja Turtles Magic: The Gathering NM,,CS-UNDTSD,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:08 PDT,Jul-24-26 06:34:08 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147395285966,Crustacean Commando 0033 Teenage Mutant Ninja Turtles Magic: The Gathering NM,,CS-EFQBCK,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:08 PDT,Jul-24-26 06:34:08 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147395285967,High-Flying Ace 0009 Common Teenage Mutant Ninja Turtles Magic: The Gathering NM,,CS-YD3ZYW,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:08 PDT,Jul-24-26 06:34:08 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147395285968,Insectoid Exterminator 0064 Teenage Mutant Ninja Turtles Magic: The Gathering NM,,CS-FMAJNQ,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:08 PDT,Jul-24-26 06:34:08 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147395285969,Primordial Pachyderm 0129 Teenage Mutant Ninja Turtles Magic: The Gathering NM,,CS-FYCH7N,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:08 PDT,Jul-24-26 06:34:08 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147395285970,Mechanized Ninja Cavalry 0156 Teenage Mutant Ninja Turtles MTG NM,,CS-Z5G7PS,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:08 PDT,Jul-24-26 06:34:08 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147395285971,Omni-Cheese Pizza 0176 Teenage Mutant Ninja Turtles Magic: The Gathering NM,,CS-SXZ89V,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:08 PDT,Jul-24-26 06:34:08 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147395285973,Purple Dragon Punks 0100 Teenage Mutant Ninja Turtles Magic: The Gathering NM,,CS-U8757M,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:08 PDT,Jul-24-26 06:34:08 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147395285974,Utrom Scientists 0056 Teenage Mutant Ninja Turtles Magic: The Gathering NM,,CS-Q9G353,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:08 PDT,Jul-24-26 06:34:08 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147395285975,"Donatello, Turtle Techie 0037 Teenage Mutant Ninja Turtles MTG NM",,CS-9XXSQK,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:08 PDT,Jul-24-26 06:34:08 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147395285976,Ragamuffin Raptor 0130 Teenage Mutant Ninja Turtles Magic: The Gathering NM,,CS-FM4D7T,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:08 PDT,Jul-24-26 06:34:08 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147395285978,Stomped by the Foot 0082 Teenage Mutant Ninja Turtles Magic: The Gathering NM,,CS-QYD3CN,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:08 PDT,Jul-24-26 06:34:08 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147395285979,Foot Mystic 0063 Common Teenage Mutant Ninja Turtles Magic: The Gathering NM,,CS-9Z729D,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:08 PDT,Jul-24-26 06:34:08 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
147395285981,Mind Transfer Protocol 0045 Teenage Mutant Ninja Turtles Magic: The Gathering NM,,CS-ZSQ67Y,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:08 PDT,Jul-24-26 06:34:08 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Current price,0.99,False,True,True,False
