Item number,Title,Variation details,Custom label (SKU),Available quantity,Format,Currency,Start price,Auction Buy It Now price,Reserve price,Current price,Sold quantity,Watchers,Bids,Start date,End date,eBay category 1 name,eBay category 1 number,eBay category 2 name,eBay category 2 number,Condition,CD:Professional Grader - (ID: 27501),CD:Grade - (ID: 27502),CDA:Certification Number - (ID: 27503),CD:Card Condition - (ID: 40001),eBay Product ID(ePID),Listing site,P:UPC,P:EAN,P:ISBN,duplicate_title,duplicate_count
147335404026,Spire Mechcycle (Borderless) DFT U NM,,05.27.26-008,1,FIXED_PRICE,USD,1.49,,,1.49,0,,,May-27-26 13:07:00 PDT,Jul-27-26 13:07:00 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Spire Mechcycle (Borderless) DFT U NM,2
147335404035,Auron's Inspiration FIN U NM,,05.27.26-012,1,FIXED_PRICE,USD,1.49,,,1.49,0,,,May-27-26 13:11:00 PDT,Jul-27-26 13:11:00 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Auron's Inspiration FIN U NM,2
147336997243,Auron's Inspiration FIN U NM,,05.28.26.1-010,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,May-28-26 07:14:08 PDT,Jul-28-26 07:14:08 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Auron's Inspiration FIN U NM,2
147336997278,Spire Mechcycle (Borderless) DFT U NM,,05.28.26.1-027,1,FIXED_PRICE,USD,1.49,,,1.49,0,,,May-28-26 07:14:08 PDT,Jul-28-26 07:14:08 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Spire Mechcycle (Borderless) DFT U NM,2
147375711076,Ascended Heroes - PICK YOUR CARD,Card=Erika's Oddish (Energy Symbol) 001/217 NM ME: Ascended Heroes Rev;Dustox - (Love Ball) 015/217 NM ME: Ascended Heroes Reverse Holo;Entei (Quick Ball) 025/217 NM ME: Ascended Heroes Reverse Holo;Glastrier (Friend Ball) 054/217 NM ME: Ascended Heroes Reverse Ho;Stunfisk (Quick Ball) 062/217 NM ME: Ascended Heroes Reverse Holo;Spectrier (Dusk Ball) 098/217 NM ME: Ascended Heroes Reverse Holo;Munkidori (Dusk Ball) 099/217 NM ME: Ascended Heroes Reverse Holo;Hitmontop - (Dusk Ball) 102/217 NM ME: Ascended Heroes Reverse Ho;Team Rocket's Honchkrow (Energy Symbol) 127/217 NM ME: Ascended H,,9,FIXED_PRICE,USD,1.59,,,1.59,0,,,Jun-15-26 06:40:53 PDT,Jul-15-26 06:40:53 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Ascended Heroes - PICK YOUR CARD,10
147375711076,Ascended Heroes - PICK YOUR CARD,Card=Erika's Oddish (Energy Symbol) 001/217 NM ME: Ascended Heroes Rev,,1,FIXED_PRICE,USD,2.85,,,,0,,,Jun-15-26 06:40:53 PDT,Jul-15-26 06:40:53 PDT,CCG Individual Cards,183454,,,Ungraded,,,,,,US,,,,Ascended Heroes - PICK YOUR CARD,10
147375711076,Ascended Heroes - PICK YOUR CARD,Card=Dustox - (Love Ball) 015/217 NM ME: Ascended Heroes Reverse Holo,,1,FIXED_PRICE,USD,1.69,,,,0,,,Jun-15-26 06:40:53 PDT,Jul-15-26 06:40:53 PDT,CCG Individual Cards,183454,,,Ungraded,,,,,,US,,,,Ascended Heroes - PICK YOUR CARD,10
147375711076,Ascended Heroes - PICK YOUR CARD,Card=Entei (Quick Ball) 025/217 NM ME: Ascended Heroes Reverse Holo,,1,FIXED_PRICE,USD,1.75,,,,0,,,Jun-15-26 06:40:53 PDT,Jul-15-26 06:40:53 PDT,CCG Individual Cards,183454,,,Ungraded,,,,,,US,,,,Ascended Heroes - PICK YOUR CARD,10
147375711076,Ascended Heroes - PICK YOUR CARD,Card=Glastrier (Friend Ball) 054/217 NM ME: Ascended Heroes Reverse Ho,,1,FIXED_PRICE,USD,1.99,,,,0,,,Jun-15-26 06:40:53 PDT,Jul-15-26 06:40:53 PDT,CCG Individual Cards,183454,,,Ungraded,,,,,,US,,,,Ascended Heroes - PICK YOUR CARD,10
147375711076,Ascended Heroes - PICK YOUR CARD,Card=Stunfisk (Quick Ball) 062/217 NM ME: Ascended Heroes Reverse Holo,,1,FIXED_PRICE,USD,1.59,,,,0,,,Jun-15-26 06:40:53 PDT,Jul-15-26 06:40:53 PDT,CCG Individual Cards,183454,,,Ungraded,,,,,,US,,,,Ascended Heroes - PICK YOUR CARD,10
147375711076,Ascended Heroes - PICK YOUR CARD,Card=Spectrier (Dusk Ball) 098/217 NM ME: Ascended Heroes Reverse Holo,,1,FIXED_PRICE,USD,1.59,,,,0,,,Jun-15-26 06:40:53 PDT,Jul-15-26 06:40:53 PDT,CCG Individual Cards,183454,,,Ungraded,,,,,,US,,,,Ascended Heroes - PICK YOUR CARD,10
147375711076,Ascended Heroes - PICK YOUR CARD,Card=Munkidori (Dusk Ball) 099/217 NM ME: Ascended Heroes Reverse Holo,,1,FIXED_PRICE,USD,1.89,,,,0,,,Jun-15-26 06:40:53 PDT,Jul-15-26 06:40:53 PDT,CCG Individual Cards,183454,,,Ungraded,,,,,,US,,,,Ascended Heroes - PICK YOUR CARD,10
147375711076,Ascended Heroes - PICK YOUR CARD,Card=Hitmontop - (Dusk Ball) 102/217 NM ME: Ascended Heroes Reverse Ho,,1,FIXED_PRICE,USD,1.99,,,,0,,,Jun-15-26 06:40:53 PDT,Jul-15-26 06:40:53 PDT,CCG Individual Cards,183454,,,Ungraded,,,,,,US,,,,Ascended Heroes - PICK YOUR CARD,10
147375711076,Ascended Heroes - PICK YOUR CARD,Card=Team Rocket's Honchkrow (Energy Symbol) 127/217 NM ME: Ascended H,,1,FIXED_PRICE,USD,1.99,,,,0,,,Jun-15-26 06:40:53 PDT,Jul-15-26 06:40:53 PDT,CCG Individual Cards,183454,,,Ungraded,,,,,,US,,,,Ascended Heroes - PICK YOUR CARD,10
147385600520,Country Roads DFT U NM,,06.19.26-032,1,FIXED_PRICE,USD,1.09,,,1.09,0,,,Jun-19-26 06:00:55 PDT,Jul-19-26 06:00:55 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Country Roads DFT U NM,2
147385600527,Road Rage DFT U NM,,06.19.26-029,1,FIXED_PRICE,USD,1.09,,,1.09,0,,,Jun-19-26 06:00:55 PDT,Jul-19-26 06:00:55 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Road Rage DFT U NM,2
147385600608,Country Roads DFT U NM,,06.19.26-063,1,FIXED_PRICE,USD,1.09,,,1.09,0,,,Jun-19-26 06:00:59 PDT,Jul-19-26 06:00:59 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Country Roads DFT U NM,2
147385600609,Road Rage DFT U NM,,06.19.26-064,1,FIXED_PRICE,USD,1.09,,,1.09,0,,,Jun-19-26 06:00:59 PDT,Jul-19-26 06:00:59 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Road Rage DFT U NM,2
147395285967,High-Flying Ace 0009 Common Teenage Mutant Ninja Turtles Magic: The Gathering NM,,CS-YD3ZYW,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:08 PDT,Jul-24-26 06:34:08 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,High-Flying Ace 0009 Common Teenage Mutant Ninja Turtles Magic: The Gathering NM,2
147395285983,High-Flying Ace 0009 Common Teenage Mutant Ninja Turtles Magic: The Gathering NM,,CS-YD3ZYW,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:08 PDT,Jul-24-26 06:34:08 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,High-Flying Ace 0009 Common Teenage Mutant Ninja Turtles Magic: The Gathering NM,2
147395285994,Qutrub Forayer 112 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-M6BU7W,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Qutrub Forayer 112 Common FINAL FANTASY Magic: The Gathering Near Mint,3
147395285995,Call the Mountain Chocobo 131 Common FINAL FANTASY Magic: The Gathering NM,,CS-6D3WY7,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Call the Mountain Chocobo 131 Common FINAL FANTASY Magic: The Gathering NM,3
147395285997,Coeurl 12 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-KVHZJZ,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Coeurl 12 Common FINAL FANTASY Magic: The Gathering Near Mint,2
147395285999,Commune with Beavers 182 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-CKJ84D,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Commune with Beavers 182 Common FINAL FANTASY Magic: The Gathering Near Mint,2
147395286002,Ice Flan 55 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-KSGNM7,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Ice Flan 55 Common FINAL FANTASY Magic: The Gathering Near Mint,2
147395286003,Adventurer's Airship 252 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-NXTUU9,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Adventurer's Airship 252 Common FINAL FANTASY Magic: The Gathering Near Mint,2
147395286004,Gran Pulse Ochu 189 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-59KRPW,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Gran Pulse Ochu 189 Common FINAL FANTASY Magic: The Gathering Near Mint,2
147395286005,Summon: Choco/Mog 35 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-R5945G,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Summon: Choco/Mog 35 Common FINAL FANTASY Magic: The Gathering Near Mint,2
147395286006,Item Shopkeep 142 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-ZTETTR,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Item Shopkeep 142 Common FINAL FANTASY Magic: The Gathering Near Mint,2
147395286009,Rook Turret 69 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-MFGYE8,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Rook Turret 69 Common FINAL FANTASY Magic: The Gathering Near Mint,2
147395286010,Coeurl 12 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-KVHZJZ,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Coeurl 12 Common FINAL FANTASY Magic: The Gathering Near Mint,2
147395286012,Sahagin 71 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-R2WT4E,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Sahagin 71 Common FINAL FANTASY Magic: The Gathering Near Mint,2
147395286013,Qutrub Forayer 112 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-M6BU7W,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Qutrub Forayer 112 Common FINAL FANTASY Magic: The Gathering Near Mint,3
147395286014,Call the Mountain Chocobo 131 Common FINAL FANTASY Magic: The Gathering NM,,CS-6D3WY7,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Call the Mountain Chocobo 131 Common FINAL FANTASY Magic: The Gathering NM,3
147395286015,Ice Flan 55 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-KSGNM7,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Ice Flan 55 Common FINAL FANTASY Magic: The Gathering Near Mint,2
147395286016,Commune with Beavers 182 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-CKJ84D,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Commune with Beavers 182 Common FINAL FANTASY Magic: The Gathering Near Mint,2
147395286017,Summon: Choco/Mog 35 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-R5945G,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Summon: Choco/Mog 35 Common FINAL FANTASY Magic: The Gathering Near Mint,2
147395286020,Qutrub Forayer 112 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-M6BU7W,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Qutrub Forayer 112 Common FINAL FANTASY Magic: The Gathering Near Mint,3
147395286021,Item Shopkeep 142 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-ZTETTR,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Item Shopkeep 142 Common FINAL FANTASY Magic: The Gathering Near Mint,2
147395286022,Call the Mountain Chocobo 131 Common FINAL FANTASY Magic: The Gathering NM,,CS-6D3WY7,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Call the Mountain Chocobo 131 Common FINAL FANTASY Magic: The Gathering NM,3
147395286024,Adventurer's Airship 252 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-NXTUU9,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Adventurer's Airship 252 Common FINAL FANTASY Magic: The Gathering Near Mint,2
147395286025,Loporrit Scout 192 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-BSPVSG,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Loporrit Scout 192 Common FINAL FANTASY Magic: The Gathering Near Mint,2
147395286026,Aerith Rescue Mission 5 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-3JVVKX,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Aerith Rescue Mission 5 Common FINAL FANTASY Magic: The Gathering Near Mint,2
147395286027,Light of Judgment 144 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-4U6ZS3,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Light of Judgment 144 Common FINAL FANTASY Magic: The Gathering Near Mint,2
147395286029,Stuck in Summoner's Sanctum 76 Common FINAL FANTASY Magic: The Gathering NM,,CS-DN5CU8,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Stuck in Summoner's Sanctum 76 Common FINAL FANTASY Magic: The Gathering NM,2
147395286030,Sephiroth's Intervention 116 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-TETYXD,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Sephiroth's Intervention 116 Common FINAL FANTASY Magic: The Gathering Near Mint,3
147395286031,Gigantoad 187 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-YRQJ39,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Gigantoad 187 Common FINAL FANTASY Magic: The Gathering Near Mint,3
147395286032,You're Not Alone 44 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-VHZD7S,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,You're Not Alone 44 Common FINAL FANTASY Magic: The Gathering Near Mint,2
147395286034,Gigantoad 187 Common FINAL FANTASY Magic: The Gathering Near Mint,,CS-YRQJ39,1,FIXED_PRICE,USD,0.99,,,0.99,0,,,Jun-24-26 06:34:09 PDT,Jul-24-26 06:34:09 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Gigantoad 187 Common FINAL FANTASY Magic: The Gathering Near Mint,3
