Item number,Title,Variation details,Custom label (SKU),Available quantity,Format,Currency,Start price,Auction Buy It Now price,Reserve price,Current price,Sold quantity,Watchers,Bids,Start date,End date,eBay category 1 name,eBay category 1 number,eBay category 2 name,eBay category 2 number,Condition,CD:Professional Grader - (ID: 27501),CD:Grade - (ID: 27502),CDA:Certification Number - (ID: 27503),CD:Card Condition - (ID: 40001),eBay Product ID(ePID),Listing site,P:UPC,P:EAN,P:ISBN,audit_title_column,title_length,title_issue
147377282859,Pokemon TCG Grubbin 018/264 Fusion Strike Common Asako Ito HP,,,1,FIXED_PRICE,USD,1.49,,,1.49,0,,,Jun-15-26 20:58:29 PDT,Jul-15-26 20:58:29 PDT,CCG Individual Cards,183454,,,Ungraded,,,,Near mint or better,,US,,,,Title,61,starts_with_pokemon_tcg
