item_id,title,game,audit_timestamp,confirmed_location,audit_status,notes,capture_image_path,source_file
147400859191,GOLISOPOD 026/078 POKEMON GO HOLO HOLO RARE NM,pokemon,2026-06-29T15:54:28,ETB-03-A,confirmed,,,C:\Users\JaredHill\OneDrive\PutnamCollectibles\Business\eBay_Store_Items\eBay-all-active-listings-report-2026-06-29-12328689686.csv
147400859194,SPINARAK 006/078 POKEMON GO COMMON NM,pokemon,2026-06-29T15:54:28,ETB-03-A,confirmed,,,C:\Users\JaredHill\OneDrive\PutnamCollectibles\Business\eBay_Store_Items\eBay-all-active-listings-report-2026-06-29-12328689686.csv
147400859195,CAMERUPT 014/078 POKEMON GO UNCOMMON NM,pokemon,2026-06-29T15:54:28,ETB-03-A,confirmed,,,C:\Users\JaredHill\OneDrive\PutnamCollectibles\Business\eBay_Store_Items\eBay-all-active-listings-report-2026-06-29-12328689686.csv
147400859196,CAMERUPT 014/078 POKEMON GO UNCOMMON NM,pokemon,2026-06-29T15:54:28,ETB-03-A,confirmed,,,C:\Users\JaredHill\OneDrive\PutnamCollectibles\Business\eBay_Store_Items\eBay-all-active-listings-report-2026-06-29-12328689686.csv
147400859199,CHARMANDER 008/078 POKEMON GO COMMON NM,pokemon,2026-06-29T15:54:28,ETB-03-A,confirmed,,,C:\Users\JaredHill\OneDrive\PutnamCollectibles\Business\eBay_Store_Items\eBay-all-active-listings-report-2026-06-29-12328689686.csv
147400859201,CHARMANDER 008/078 POKEMON GO COMMON NM,pokemon,2026-06-29T15:54:29,ETB-03-A,confirmed,,,C:\Users\JaredHill\OneDrive\PutnamCollectibles\Business\eBay_Store_Items\eBay-all-active-listings-report-2026-06-29-12328689686.csv
147400859202,CHARMANDER 008/078 POKEMON GO COMMON NM,pokemon,2026-06-29T15:54:29,ETB-03-A,confirmed,,,C:\Users\JaredHill\OneDrive\PutnamCollectibles\Business\eBay_Store_Items\eBay-all-active-listings-report-2026-06-29-12328689686.csv
147400859205,CHANSEY 051/078 POKEMON GO UNCOMMON NM,pokemon,2026-06-29T15:54:29,ETB-03-A,confirmed,,,C:\Users\JaredHill\OneDrive\PutnamCollectibles\Business\eBay_Store_Items\eBay-all-active-listings-report-2026-06-29-12328689686.csv
147400859206,EEVEE 054/078 POKEMON GO COMMON NM,pokemon,2026-06-29T15:54:29,ETB-03-A,confirmed,,,C:\Users\JaredHill\OneDrive\PutnamCollectibles\Business\eBay_Store_Items\eBay-all-active-listings-report-2026-06-29-12328689686.csv
147400859207,EEVEE 054/078 POKEMON GO COMMON NM,pokemon,2026-06-29T15:54:30,ETB-03-A,confirmed,,,C:\Users\JaredHill\OneDrive\PutnamCollectibles\Business\eBay_Store_Items\eBay-all-active-listings-report-2026-06-29-12328689686.csv
