timestamp,active_listings,orders,items_sold,cards_per_order,average_order_value,revenue_per_envelope,missing_user_sku_count,free_shipping_suspected_count,title_issue_count,pricing_issue_count
2026-06-29T11:05:03,687,,,,,,185,0,1,316
